scale,dataset,sample_id,sample_index,rank,candidate_index,candidate_id,candidate_label,distance,is_same_label,is_random4
144k,vggss,WclYLl_KlwA_000050,2980,4,2576,RYO6ukdw9PM_000085,cat caterwauling,9.237413905793801e-05,False,False
144k,vggss,Wdg90rCeA34_000508,2981,1,2604,RplzKlSlbR0_000023,people booing,1.6641191905364394e-05,False,False
144k,vggss,Wdg90rCeA34_000508,2981,2,2470,QGhPi_IvNyk_000030,car engine knocking,2.0510226022452116e-05,False,False
144k,vggss,Wdg90rCeA34_000508,2981,3,704,6M4vQCuhOSw_000160,cattle mooing,2.060977931250818e-05,False,False
144k,vggss,Wdg90rCeA34_000508,2981,4,4695,raCETItMU_g_000299,playing bassoon,2.1759920855402015e-05,False,False
144k,vggss,We4ilLBQBrc_000001,2982,1,2088,LbWDdMprV5k_000113,chicken clucking,9.19116246222984e-06,False,False
144k,vggss,We4ilLBQBrc_000001,2982,2,696,6GoWuxmiXRc_000070,mynah bird singing,9.596295058145188e-06,False,False
144k,vggss,We4ilLBQBrc_000001,2982,3,1644,GkStiQ3hR5g_000220,chicken crowing,1.0434656360303052e-05,False,False
144k,vggss,We4ilLBQBrc_000001,2982,4,557,4k74Cvw2rLU_000160,bird squawking,1.159915336756967e-05,False,False
144k,vggss,WeAejlzuFMQ_000460,2983,1,4713,rkMa9cC-zDQ_000022,playing guiro,2.2168978830450214e-05,False,False
144k,vggss,WeAejlzuFMQ_000460,2983,2,3745,etmmUjsRNRs_000030,playing acoustic guitar,5.3975301852915436e-05,False,False
144k,vggss,WeAejlzuFMQ_000460,2983,3,4666,r9lsNndMDIU_000052,playing washboard,6.074466364225373e-05,False,False
144k,vggss,WeAejlzuFMQ_000460,2983,4,457,3X9dtfeV1mQ_000040,playing saxophone,6.941774336155504e-05,False,False
144k,vggss,WeBPE7xdTH4_000012,2984,1,3328,_nMkSRVn6G0_000012,baltimore oriole calling,7.361590633081505e-06,False,False
144k,vggss,WeBPE7xdTH4_000012,2984,2,5048,xv3l1Blx6JQ_000250,people belly laughing,1.4034480045665987e-05,False,False
144k,vggss,WeBPE7xdTH4_000012,2984,3,4681,rNyJbdv2KF4_000060,airplane,1.859602161857765e-05,False,False
144k,vggss,WeBPE7xdTH4_000012,2984,4,4394,nMoJVla31tc_000120,splashing water,2.6881834855885245e-05,False,False
144k,vggss,WegRDdpH2ks_000518,2985,1,2509,Qlov2pGggJ0_000101,tractor digging,2.0970430341549218e-05,False,False
144k,vggss,WegRDdpH2ks_000518,2985,2,1749,Hjj6LamDw20_000030,"motorboat, speedboat acceleration",2.367037996009458e-05,False,False
144k,vggss,WegRDdpH2ks_000518,2985,3,3593,cur9zG87bAQ_000004,baby laughter,3.424493843340315e-05,False,False
144k,vggss,WegRDdpH2ks_000518,2985,4,1593,G7IRrV4fNpU_000191,tractor digging,3.5420944186626e-05,False,False
144k,vggss,WesKosc-_c0_000047,2986,1,4401,nXtEwct1VUE_000022,people cheering,1.3869063877791632e-05,False,False
144k,vggss,WesKosc-_c0_000047,2986,2,242,1MaEJRh2oGY_000034,cheetah chirrup,1.975067425519228e-05,False,False
144k,vggss,WesKosc-_c0_000047,2986,3,520,4K6nNmzeTk0_000030,people sobbing,2.2629033992416225e-05,False,False
144k,vggss,WesKosc-_c0_000047,2986,4,2663,ScNLWuogqpI_000150,turkey gobbling,2.4397291781497188e-05,False,True
144k,vggss,Weu8nsJRMqE_000030,2987,1,903,8evHpuXTcgM_000030,typing on computer keyboard,6.929055962245911e-05,False,False
144k,vggss,Weu8nsJRMqE_000030,2987,2,2667,Sem8fMv0bKQ_000212,people slurping,7.206258305814117e-05,False,True
144k,vggss,Weu8nsJRMqE_000030,2987,3,4080,jEU8MG1w6oo_000080,playing drum kit,7.694643863942474e-05,False,False
144k,vggss,Weu8nsJRMqE_000030,2987,4,2616,Rz7RBslEAG0_000030,playing accordion,8.20387140265666e-05,False,False
144k,vggss,WftXzNONXZo_000169,2988,1,2812,UZ6zyRcElGw_000070,francolin calling,1.943654979186249e-06,False,False
144k,vggss,WftXzNONXZo_000169,2988,2,3347,_z72jRCSaeE_000080,gibbon howling,4.908025857730536e-06,False,False
144k,vggss,WftXzNONXZo_000169,2988,3,2673,Skrr-UgHeHg_000008,lions growling,7.441966317855986e-06,False,False
144k,vggss,WftXzNONXZo_000169,2988,4,2892,Vb5-6-BQzlI_000502,elephant trumpeting,9.664669960329775e-06,False,False
144k,vggss,Wg2l9hxzqH4_000301,2989,1,5020,xXz-ENUCuT0_000201,chipmunk chirping,1.176663954538526e-05,False,False
144k,vggss,Wg2l9hxzqH4_000301,2989,2,4906,v8E9cP0aWTs_000050,missile launch,1.2617586435226258e-05,False,False
144k,vggss,Wg2l9hxzqH4_000301,2989,3,3167,YsUCzO0gfro_000060,people coughing,1.3126833437127061e-05,False,True
144k,vggss,Wg2l9hxzqH4_000301,2989,4,600,5DW8WjxxCag_000030,reversing beeps,1.4041329450265039e-05,False,False
144k,vggss,WgXR9P0vl30_000011,2990,1,2796,UKgZCUgOSfo_000062,warbler chirping,9.059855983650777e-06,False,False
144k,vggss,WgXR9P0vl30_000011,2990,2,2014,Kp3-Drt61_M_000011,people giggling,1.3899350960855372e-05,False,False
144k,vggss,WgXR9P0vl30_000011,2990,3,5100,yzG0xXcCRJA_000055,cow lowing,1.5907155102468096e-05,False,False
144k,vggss,WgXR9P0vl30_000011,2990,4,964,9RNNZ3e-9IA_000028,dog barking,1.7157572074211203e-05,False,True
144k,vggss,WgllfeO855E_000147,2991,1,349,2T8OhRXZDTs_000030,playing zither,1.1757869287976064e-05,False,False
144k,vggss,WgllfeO855E_000147,2991,2,3295,_RLsXrr0fQo_000080,playing acoustic guitar,1.8996595827047713e-05,False,False
144k,vggss,WgllfeO855E_000147,2991,3,513,4BUKAcdGfaI_000009,tap dancing,1.940843867487274e-05,False,False
144k,vggss,WgllfeO855E_000147,2991,4,3655,dm5DJNfGJTs_000032,playing djembe,2.0009500076412223e-05,False,False
144k,vggss,Wgnr_ftHhUw_000030,2992,1,792,7LsexUAG4ps_000032,civil defense siren,5.699150278815068e-05,False,True
144k,vggss,Wgnr_ftHhUw_000030,2992,2,3108,Y6-EXl7Njzg_000030,people babbling,7.64562064432539e-05,False,False
144k,vggss,Wgnr_ftHhUw_000030,2992,3,4295,mCY1Z1cmc-s_000359,people eating noodle,7.719794666627422e-05,False,True
144k,vggss,Wgnr_ftHhUw_000030,2992,4,504,466XkuormNQ_000030,playing harpsichord,8.429016452282667e-05,False,False
144k,vggss,WhD232bSL3w_000104,2993,1,3626,dIloYYVJIO4_000000,sheep bleating,1.1969666047662031e-05,False,False
144k,vggss,WhD232bSL3w_000104,2993,2,783,7EgbS-lbHWY_000005,chicken clucking,1.599457573320251e-05,False,False
144k,vggss,WhD232bSL3w_000104,2993,3,2193,MnH4tzgKXVc_000030,chainsawing trees,1.6844345736899413e-05,False,False
144k,vggss,WhD232bSL3w_000104,2993,4,297,1vrR6Im_RDo_000030,female singing,2.0160367057542317e-05,False,False
144k,vggss,Wh_g-Eiw9Kc_000010,2994,1,668,61AWnBVuJL0_000040,people sobbing,4.749911113322014e-06,False,True
144k,vggss,Wh_g-Eiw9Kc_000010,2994,2,3154,Ydz4uQX5_ow_000023,people booing,5.580613560596248e-06,False,False
144k,vggss,Wh_g-Eiw9Kc_000010,2994,3,1118,Ar5_nY1UZ80_000030,singing choir,1.6387535652029328e-05,False,False
144k,vggss,Wh_g-Eiw9Kc_000010,2994,4,4588,qAyPuWeUDxc_000000,"fly, housefly buzzing",1.7126634702435695e-05,False,True
144k,vggss,Wj5qDj8_nSw_000025,2995,1,1606,GGqC1H9BeTg_000180,electric grinder grinding,2.9568409445346333e-05,False,True
144k,vggss,Wj5qDj8_nSw_000025,2995,2,2620,S63LEKmzBis_000039,lathe spinning,3.8213125662878156e-05,False,False
144k,vggss,Wj5qDj8_nSw_000025,2995,3,2106,LsxjV7E7F_M_000097,popping popcorn,3.990498589701019e-05,False,False
144k,vggss,Wj5qDj8_nSw_000025,2995,4,3733,emzhoSCRtL0_000051,cow lowing,4.406498555908911e-05,False,False
144k,vggss,Wjgj2_InitY_000514,2996,1,1860,Iu1k5XJoeXk_000000,dog bow-wow,1.947614691744093e-05,False,False
144k,vggss,Wjgj2_InitY_000514,2996,2,518,4IJCSuJoo9o_000002,people shuffling,2.1088313587824814e-05,False,False
144k,vggss,Wjgj2_InitY_000514,2996,3,3384,aKZ3NJi8GVU_000000,baltimore oriole calling,2.120358476531692e-05,False,False
144k,vggss,Wjgj2_InitY_000514,2996,4,2296,NyWZtL6Essc_000038,people belly laughing,2.249452518299222e-05,False,True
144k,vggss,WlO51U31vYs_000014,2997,1,155,0T966F09Q_8_000000,playing oboe,1.2134923053963576e-05,False,False
144k,vggss,WlO51U31vYs_000014,2997,2,4698,raIIQCRNwu0_000080,playing accordion,1.4688404917251319e-05,False,False
144k,vggss,WlO51U31vYs_000014,2997,3,1209,Bg2XkNb5LZE_000140,playing french horn,1.612301821296569e-05,False,False
144k,vggss,WlO51U31vYs_000014,2997,4,4365,n2JanKszFoQ_000200,playing cello,1.7418342395103537e-05,False,False
144k,vggss,WmZicfOUkd0_000014,2998,1,3615,dBxAjOGP6os_000069,cuckoo bird calling,1.4351619029184803e-05,False,False
144k,vggss,WmZicfOUkd0_000014,2998,2,4436,nzwmPWAAQFg_000030,baby crying,1.4925351933925413e-05,False,True
144k,vggss,WmZicfOUkd0_000014,2998,3,2846,UuBSbvH6ql8_000029,wood thrush calling,1.623030948394444e-05,False,False
144k,vggss,WmZicfOUkd0_000014,2998,4,77,-iF4a6f5PJ8_000060,pheasant crowing,1.7709659005049616e-05,False,False
144k,vggss,WmxNXcXMcdw_000113,2999,1,5044,xohrYDd1KCU_000140,playing bugle,1.3380141353991348e-05,False,False
144k,vggss,WmxNXcXMcdw_000113,2999,2,2266,Ncdv7wCGgYE_000030,vacuum cleaner cleaning floors,2.0341873096185736e-05,False,True
144k,vggss,WmxNXcXMcdw_000113,2999,3,2304,O67-3jP1DUs_000443,slot machine,2.326301000721287e-05,False,False
144k,vggss,WmxNXcXMcdw_000113,2999,4,1876,J5q9wLnXFh8_000206,playing bongo,2.4747881980147213e-05,False,False
144k,vggss,WoXgPQQjcJU_000060,3000,1,1919,JdBTLOZo3dA_000180,"playing violin, fiddle",9.242495434591547e-05,False,False
144k,vggss,WoXgPQQjcJU_000060,3000,2,2753,TstsLM4IUV8_000128,"playing violin, fiddle",0.00010043629299616441,False,False
144k,vggss,WoXgPQQjcJU_000060,3000,3,522,4L9KyVVsQOc_000030,tapping guitar,0.00011806451220763847,False,False
144k,vggss,WoXgPQQjcJU_000060,3000,4,91,-rb6uia1wSo_000190,playing clarinet,0.0001553616748424247,False,False
144k,vggss,WohJxQ1ll6w_000052,3001,1,3950,hCX2DpwEBQY_000030,fireworks banging,2.212496656284202e-05,False,False
144k,vggss,WohJxQ1ll6w_000052,3001,2,1090,AcHARmL5j-g_000004,chinchilla barking,4.73192885692697e-05,False,False
144k,vggss,WohJxQ1ll6w_000052,3001,3,258,1WLMVX_Y2Pk_000018,elephant trumpeting,4.837509914068505e-05,False,True
144k,vggss,WohJxQ1ll6w_000052,3001,4,3175,Yx5pH0S0Clc_000062,black capped chickadee calling,4.8975904064718634e-05,False,False
144k,vggss,WokAaq70lRM_000378,3002,1,4910,vE_dAmxPPLY_000070,playing accordion,8.490213986078743e-06,False,False
144k,vggss,WokAaq70lRM_000378,3002,2,1328,D-p9s8y2z_U_000000,playing acoustic guitar,9.249475624528714e-06,False,False
144k,vggss,WokAaq70lRM_000378,3002,3,4774,syIwNMo2TUA_000000,people screaming,1.0107431080541573e-05,False,False
144k,vggss,WokAaq70lRM_000378,3002,4,4524,pL4zRe6Purs_000070,playing flute,1.2414840057317633e-05,False,False
144k,vggss,Wqux-4IupdU_000112,3003,1,716,6Yk15FbL2yw_000081,playing drum kit,2.909713475673925e-05,False,False
144k,vggss,Wqux-4IupdU_000112,3003,2,630,5VYm2PFJ9iM_000376,playing cornet,3.5283777833683416e-05,False,False
144k,vggss,Wqux-4IupdU_000112,3003,3,2510,Qm8bAH-0y3E_000024,yodelling,3.6451849155128e-05,False,False
144k,vggss,Wqux-4IupdU_000112,3003,4,4694,rYmiCpCbsm0_000020,bird squawking,3.946288416045718e-05,False,False
144k,vggss,Wqv0fvaXGM4_000052,3004,1,4078,jDSo2g-tW98_000019,chipmunk chirping,1.034290198731469e-05,False,False
144k,vggss,Wqv0fvaXGM4_000052,3004,2,225,190Zx0wVrhQ_000003,cat hissing,1.0866103366424795e-05,False,False
144k,vggss,Wqv0fvaXGM4_000052,3004,3,3250,ZyiDGq0qh2s_000030,dog barking,1.6223599232034758e-05,False,False
144k,vggss,Wqv0fvaXGM4_000052,3004,4,1144,B33GgQddG30_000028,dinosaurs bellowing,1.73872358573135e-05,False,False
144k,vggss,Wr44Q8MQHL0_000030,3005,1,4743,sAMjMyCdGOc_000030,driving motorcycle,4.471717147680465e-06,False,False
144k,vggss,Wr44Q8MQHL0_000030,3005,2,3839,fxUSMBlLOso_000012,train wheels squealing,6.886931714689126e-06,False,False
144k,vggss,Wr44Q8MQHL0_000030,3005,3,5033,xcYIvw3nMLE_000000,tractor digging,7.970817023306154e-06,False,True
144k,vggss,Wr44Q8MQHL0_000030,3005,4,1127,AwJ8orGuOXg_000000,driving buses,8.361104846699163e-06,False,False
144k,vggss,WrSpubuVkN0_000330,3006,1,803,7SLiFO2MoHc_000017,people giggling,1.559568045195192e-05,False,False
144k,vggss,WrSpubuVkN0_000330,3006,2,885,8UgHOeB_mUE_000399,people slurping,1.7535130609758198e-05,False,False
144k,vggss,WrSpubuVkN0_000330,3006,3,341,2Oe5kao1ycY_000310,"subway, metro, underground",2.1095249394420534e-05,False,False
144k,vggss,WrSpubuVkN0_000330,3006,4,1234,BxtN7sKDt5E_000030,people sniggering,2.2245441869017668e-05,False,False
144k,vggss,WrbQ5NIU0R0_000170,3007,1,402,3-PFuDkTM48_000080,playing accordion,2.3615022655576468e-05,False,False
144k,vggss,WrbQ5NIU0R0_000170,3007,2,2492,QUX611hihf4_000190,playing accordion,2.5162096790154465e-05,False,True
144k,vggss,WrbQ5NIU0R0_000170,3007,3,4855,u8D5Z_glilQ_000001,playing bongo,2.5996316253440455e-05,False,False
144k,vggss,WrbQ5NIU0R0_000170,3007,4,3921,gpJFhQtQ4cs_000133,playing tympani,3.1359526474261656e-05,False,False
144k,vggss,WrwRZ0NgEss_000538,3008,1,4145,kC34iOvwo40_000293,playing tympani,1.0930993084912188e-05,False,False
144k,vggss,WrwRZ0NgEss_000538,3008,2,1529,FD1LeLl1xBA_000060,beat boxing,1.8720573280006647e-05,False,False
144k,vggss,WrwRZ0NgEss_000538,3008,3,17,-A3zsFeU_OI_000030,people sniggering,2.3014248654362746e-05,False,False
144k,vggss,WrwRZ0NgEss_000538,3008,4,3762,f724u5z_UDw_000030,driving motorcycle,2.6216959668090567e-05,False,False
144k,vggss,WsG_Mg0VDn8_000025,3009,1,3992,hm4pu5tkD0U_000154,playing table tennis,8.808514394331723e-06,False,False
144k,vggss,WsG_Mg0VDn8_000025,3009,2,3868,gFs6lRAQsLg_000160,people whispering,1.1055085451516788e-05,False,False
144k,vggss,WsG_Mg0VDn8_000025,3009,3,3527,c-_S5Tt-gbw_000490,typing on typewriter,1.6437688827863894e-05,False,False
144k,vggss,WsG_Mg0VDn8_000025,3009,4,1557,FfwAkXR6JMc_000025,cat hissing,1.6939948181970976e-05,False,False
144k,vggss,WsKJwVVs-MY_000000,3010,1,4044,iiAWiz5IGMw_000425,sharpen knife,7.780784471833613e-06,False,False
144k,vggss,WsKJwVVs-MY_000000,3010,2,2221,N4yxwdPnRQk_000028,missile launch,8.878010703483596e-06,False,False
144k,vggss,WsKJwVVs-MY_000000,3010,3,1721,HQSHJVH2x4w_000024,lathe spinning,1.119947228289675e-05,False,False
144k,vggss,WsKJwVVs-MY_000000,3010,4,261,1_Q80fDGLRM_000010,dog barking,1.2016320397378877e-05,False,False
144k,vggss,WsfNsX9qA20_000079,3011,1,314,26dqZUTv5os_000175,forging swords,2.0539795514196157e-05,False,False
144k,vggss,WsfNsX9qA20_000079,3011,2,3404,aUG81LArlcM_000049,baltimore oriole calling,2.8114571250625886e-05,False,False
144k,vggss,WsfNsX9qA20_000079,3011,3,2407,PSt0xAYgf4g_000000,reversing beeps,2.8283735446166247e-05,False,False
144k,vggss,WsfNsX9qA20_000079,3011,4,183,0n-Z2AQCRnU_000385,people eating noodle,3.019381983904168e-05,False,False
144k,vggss,Wu--g0m8oWA_000011,3012,1,3856,g5FVJveyyVM_000030,lions roaring,1.143595545727294e-05,False,False
144k,vggss,Wu--g0m8oWA_000011,3012,2,1005,9s8jDGsBij4_000010,people sniggering,1.4048354387341533e-05,False,True
144k,vggss,Wu--g0m8oWA_000011,3012,3,4091,jRImoxsY_uo_000030,mouse squeaking,1.4073842066864017e-05,False,False
144k,vggss,Wu--g0m8oWA_000011,3012,4,569,4tOFGK47I5E_000005,cow lowing,1.4382573681359645e-05,False,False
144k,vggss,WvquSD2PcCE_000030,3013,1,2442,PvqxX8mqtUc_000050,playing table tennis,1.056506789609557e-05,False,False
144k,vggss,WvquSD2PcCE_000030,3013,2,2187,MiQZ0dGQuIA_000170,people screaming,1.1330214874760713e-05,False,False
144k,vggss,WvquSD2PcCE_000030,3013,3,3584,ckIK43SCbkw_000036,"alligators, crocodiles hissing",1.3841112377122045e-05,False,True
144k,vggss,WvquSD2PcCE_000030,3013,4,4668,rCfU5yBlw7U_000108,airplane flyby,1.4527388884744141e-05,False,False
144k,vggss,Wx0Aw9na7Jo_000007,3014,1,92,-rqhMzJRYoc_000030,people hiccup,1.739967046887614e-05,False,True
144k,vggss,Wx0Aw9na7Jo_000007,3014,2,4684,rOolowH8rI4_000023,chimpanzee pant-hooting,2.0164556190138683e-05,False,False
144k,vggss,Wx0Aw9na7Jo_000007,3014,3,2883,VSxoWInFsIA_000030,mouse squeaking,2.0994519218220375e-05,False,False
144k,vggss,Wx0Aw9na7Jo_000007,3014,4,4868,uLdRi__nG2c_000030,typing on computer keyboard,2.2811258531874046e-05,False,False
144k,vggss,Wx0Aw9na7Jo_000034,3015,1,4526,pNin81AXlRY_000005,lions growling,1.0398131053079851e-05,False,True
144k,vggss,Wx0Aw9na7Jo_000034,3015,2,1915,JYeBZqAjKG8_000120,telephone bell ringing,1.438052458979655e-05,False,False
144k,vggss,Wx0Aw9na7Jo_000034,3015,3,1057,AIVt3e5EVtc_000070,people coughing,1.441206313756993e-05,False,False
144k,vggss,Wx0Aw9na7Jo_000034,3015,4,4334,mcBEkWVDcmc_000107,bull bellowing,1.6196085198316723e-05,False,False
144k,vggss,Wx65BBbjCIQ_000120,3016,1,987,9ezA12O_aOE_000170,fire truck siren,6.533879513881402e-06,False,True
144k,vggss,Wx65BBbjCIQ_000120,3016,2,955,9OcAwC8y-eQ_000030,reversing beeps,6.746039161953377e-06,False,False
144k,vggss,Wx65BBbjCIQ_000120,3016,3,4406,ncJgdczUs_8_000000,bird squawking,7.420589099638164e-06,False,False
144k,vggss,Wx65BBbjCIQ_000120,3016,4,1505,ElJFYwRtrH4_000030,people screaming,9.55099949351279e-06,False,False
144k,vggss,WxFEd6umyB0_000001,3017,1,5151,ztlvu_7eQIE_000164,electric grinder grinding,8.271123078884557e-06,False,False
144k,vggss,WxFEd6umyB0_000001,3017,2,2363,Op6UazVNEQg_000003,telephone bell ringing,8.578170309192501e-06,False,False
144k,vggss,WxFEd6umyB0_000001,3017,3,4922,vXBBhgvMCkM_000210,lawn mowing,9.27243036130676e-06,False,False
144k,vggss,WxFEd6umyB0_000001,3017,4,4559,pljrosvt-o8_000017,cat hissing,9.798050996323582e-06,False,True
144k,vggss,X0LgBnGmy1w_000150,3018,1,277,1hknEtsmdOc_000030,car passing by,1.0125943845196161e-05,False,False
144k,vggss,X0LgBnGmy1w_000150,3018,2,1475,EN_fOMt-IVE_000060,singing choir,1.5688461644458584e-05,False,False
144k,vggss,X0LgBnGmy1w_000150,3018,3,857,8AgLb-bpocg_000037,elk bugling,1.970983066712506e-05,False,False
144k,vggss,X0LgBnGmy1w_000150,3018,4,2004,Ke1oAMn5aXE_000060,ocean burbling,1.975397208298091e-05,True,False
144k,vggss,X1B6bDrgzXM_000050,3019,1,5004,xA_YD_b7EdA_000040,elk bugling,6.833710358478129e-06,False,False
144k,vggss,X1B6bDrgzXM_000050,3019,2,189,0olhNr566Z0_000018,playing trumpet,1.0861542250495404e-05,False,False
144k,vggss,X1B6bDrgzXM_000050,3019,3,4259,liZ8HrN_mKQ_000190,dog bow-wow,1.1328847904223949e-05,False,False
144k,vggss,X1B6bDrgzXM_000050,3019,4,1913,JXZuAd9Lgew_000020,dog bow-wow,1.2817366950912401e-05,False,False
144k,vggss,X1aRTyM821w_000024,3020,1,2692,T0DQyRrjewU_000003,chicken clucking,1.0997911886079237e-05,False,False
144k,vggss,X1aRTyM821w_000024,3020,2,2675,SmtW2FlpPX4_000057,barn swallow calling,1.667082506173756e-05,False,True
144k,vggss,X1aRTyM821w_000024,3020,3,2058,LC4vDpnkDtM_000063,bull bellowing,1.732050077407621e-05,False,False
144k,vggss,X1aRTyM821w_000024,3020,4,2534,Qzj4QGWPtFE_000029,coyote howling,1.8689439457375556e-05,False,True
144k,vggss,X3Ukm37HbE0_000030,3021,1,4854,u7iDdlWkmAk_000023,playing tambourine,2.169548679376021e-05,False,False
144k,vggss,X3Ukm37HbE0_000030,3021,2,143,0NIE-eDk92M_000029,playing congas,2.568594936747104e-05,False,False
144k,vggss,X3Ukm37HbE0_000030,3021,3,2976,W_UE04p_tYY_000094,playing glockenspiel,3.119488246738911e-05,False,False
144k,vggss,X3Ukm37HbE0_000030,3021,4,3827,frCqvzJkCUQ_000053,playing tambourine,3.374258449184708e-05,False,False
144k,vggss,X5Xs8Y1cJK0_000030,3022,1,2217,N2CdQ4bWCkE_000022,"electric shaver, electric razor shaving",3.321429176139645e-05,False,False
144k,vggss,X5Xs8Y1cJK0_000030,3022,2,1871,J1SB5arXFf4_000006,snake hissing,3.572862988221459e-05,False,False
144k,vggss,X5Xs8Y1cJK0_000030,3022,3,5027,x_v89ZU2Zsk_000193,electric grinder grinding,4.771868771058507e-05,False,False
144k,vggss,X5Xs8Y1cJK0_000030,3022,4,895,8aZFjhn4U-A_000021,people battle cry,4.966285268892534e-05,False,False
144k,vggss,X76DCP7SCR0_000150,3023,1,4180,kdbA6lP1bmU_000037,missile launch,1.150143907580059e-05,False,False
144k,vggss,X76DCP7SCR0_000150,3023,2,2450,Q1CMSV81_ws_000030,reversing beeps,1.2608539691427723e-05,False,False
144k,vggss,X76DCP7SCR0_000150,3023,3,1694,HIT2YWOALto_000002,dinosaurs bellowing,1.2860599781561177e-05,False,False
144k,vggss,X76DCP7SCR0_000150,3023,4,3237,ZoameGbMVt8_000110,chainsawing trees,2.1781805116916075e-05,False,False
144k,vggss,X7RMG1-Srp8_000087,3024,1,545,4azTRWgh-9I_000000,bathroom ventilation fan running,7.958904461702332e-06,False,True
144k,vggss,X7RMG1-Srp8_000087,3024,2,3810,fhKxzcGgIjM_000005,chicken clucking,1.097427502827486e-05,False,False
144k,vggss,X7RMG1-Srp8_000087,3024,3,2641,SJrVTQPbMXs_000016,"fly, housefly buzzing",1.2131122275604866e-05,False,False
144k,vggss,X7RMG1-Srp8_000087,3024,4,2610,RuCO6UGsRHI_000313,barn swallow calling,1.4396906408364885e-05,False,False
144k,vggss,X91RLYNmC70_000088,3025,1,2036,Kz4SvP0c_VE_000019,magpie calling,2.1834259314346127e-05,False,False
144k,vggss,X91RLYNmC70_000088,3025,2,4964,wOzgCyoi9l8_000006,gibbon howling,2.4223561922553927e-05,False,False
144k,vggss,X91RLYNmC70_000088,3025,3,2796,UKgZCUgOSfo_000062,warbler chirping,2.42444784817053e-05,False,False
144k,vggss,X91RLYNmC70_000088,3025,4,3037,XGCQHUilvfQ_000030,people whispering,2.4488634153385647e-05,False,False
144k,vggss,XA6RBioito4_000067,3026,1,2897,VcLXzvRjTXg_000017,"alligators, crocodiles hissing",3.7272561712597962e-06,False,False
144k,vggss,XA6RBioito4_000067,3026,2,2186,Mgd0Hsgl8gU_000100,machine gun shooting,5.025753125664778e-06,False,False
144k,vggss,XA6RBioito4_000067,3026,3,203,0yxJzCQW5zI_000030,people whispering,5.110304755362449e-06,False,False
144k,vggss,XA6RBioito4_000067,3026,4,583,51nfpGY_AJk_000080,people whistling,6.272020073083695e-06,False,False
144k,vggss,XA9I4QiBuWQ_000082,3027,1,4553,ph0-RkqW1vM_000000,playing piano,2.8114343876950443e-05,False,False
144k,vggss,XA9I4QiBuWQ_000082,3027,2,3393,aOOqSWgmRJM_000033,"playing violin, fiddle",3.3211799745913595e-05,False,False
144k,vggss,XA9I4QiBuWQ_000082,3027,3,426,3HgbEKrbA9s_000054,playing double bass,3.525193824316375e-05,True,False
144k,vggss,XA9I4QiBuWQ_000082,3027,4,2590,RhmN8ktt5FI_000320,church bell ringing,3.940266469726339e-05,False,False
144k,vggss,XA9I4QiBuWQ_000132,3028,1,4927,vchsE_Dn7mo_000112,playing timbales,1.1219061889278237e-05,False,False
144k,vggss,XA9I4QiBuWQ_000132,3028,2,563,4q4ejLxTo8I_000010,playing hammond organ,2.629677692311816e-05,False,False
144k,vggss,XA9I4QiBuWQ_000132,3028,3,3855,g4xhZgKwiNo_000030,playing acoustic guitar,3.276041752542369e-05,False,False
144k,vggss,XA9I4QiBuWQ_000132,3028,4,1911,JVjDa0NmfeE_000196,cat hissing,6.260017835302278e-05,False,True
144k,vggss,XAgppw__ZD4_000064,3029,1,3280,_DGLk4D-leg_000018,playing bongo,1.045409771904815e-05,False,False
144k,vggss,XAgppw__ZD4_000064,3029,2,4797,tOTQJaRkmaY_000381,playing congas,1.6824109479784966e-05,True,False
144k,vggss,XAgppw__ZD4_000064,3029,3,4759,sYIymaJi6tc_000090,playing ukulele,1.922838418977335e-05,False,False
144k,vggss,XAgppw__ZD4_000064,3029,4,2127,M7kdWvNks4U_000060,playing clarinet,2.0832361769862473e-05,False,True
144k,vggss,XB6j1Xabe3E_000470,3030,1,3838,fwKMB57hL6E_000097,pheasant crowing,9.32963394006947e-06,False,True
144k,vggss,XB6j1Xabe3E_000470,3030,2,4516,pH-qdjZgqis_000113,elk bugling,1.0351964192523155e-05,False,False
144k,vggss,XB6j1Xabe3E_000470,3030,3,4,-2Dm0VjW8oM_000001,"pigeon, dove cooing",1.1676605936372653e-05,False,False
144k,vggss,XB6j1Xabe3E_000470,3030,4,950,9JAatGaveSc_000035,eagle screaming,1.3089831554680131e-05,False,False
144k,vggss,XBGpHaWOSH4_000301,3031,1,2516,QpFdUoMjf3w_000035,yodelling,9.1691345005529e-06,False,False
144k,vggss,XBGpHaWOSH4_000301,3031,2,3949,hCR2_Lrjw8I_000048,canary calling,1.0853848834813107e-05,False,False
144k,vggss,XBGpHaWOSH4_000301,3031,3,2704,TB3VhNczX88_000010,people coughing,1.1045078281313181e-05,False,False
144k,vggss,XBGpHaWOSH4_000301,3031,4,1312,Cmhpj4MJ_hQ_000020,people babbling,1.1808557246695273e-05,False,False
144k,vggss,XBMeUqtyXpM_000030,3032,1,2278,NjLHnT9ZtPw_000119,playing table tennis,7.417636879836209e-06,False,False
144k,vggss,XBMeUqtyXpM_000030,3032,2,602,5FEZg17q5hA_000260,"cattle, bovinae cowbell",1.0335322258470114e-05,False,False
144k,vggss,XBMeUqtyXpM_000030,3032,3,1850,IkUsSY47oBk_000020,people babbling,1.0402780389995314e-05,False,False
